__SVJCKHsex,__SVJCKHxvar,__SVJCKHl,__SVJCKHm,__SVJCKHs
2,10.583,1,53.929001,.023560001
2,10.667,1,53.955002,.02358
2,10.75,1,53.981998,.023600001
2,10.833,1,54.007,.02362
2,10.917,1,54.033001,.023639999
2,11,1,54.060001,.02366
2,11.083,1,54.084999,.02369
2,11.167,1,54.110001,.023709999
2,11.25,1,54.134998,.02373
2,11.333,1,54.16,.02375
2,11.417,1,54.185001,.023770001
2,11.5,1,54.209999,.02379
2,11.583,1,54.235001,.023809999
2,11.667,1,54.258999,.023840001
2,11.75,1,54.283001,.02386
2,11.833,1,54.306999,.023879999
2,11.917,1,54.331001,.0239
2,12,1,54.355,.02392
2,12.083,1,54.377998,.023940001
2,12.167,1,54.401001,.02396
2,12.25,1,54.424,.023979999
2,12.333,1,54.446999,.024
2,12.417,1,54.470001,.02403
2,12.5,1,54.492001,.024049999
2,12.583,1,54.514999,.02407
2,12.667,1,54.536999,.024089999
2,12.75,1,54.558998,.024110001
2,12.833,1,54.581001,.02413
2,12.917,1,54.603001,.024150001
2,13,1,54.624001,.02417
2,13.083,1,54.646,.024189999
2,13.167,1,54.667,.02421
2,13.25,1,54.688,.02423
2,13.333,1,54.709999,.024250001
2,13.417,1,54.730999,.02427
2,13.5,1,54.750999,.024289999
2,13.583,1,54.771999,.02431
2,13.667,1,54.792999,.024329999
2,13.75,1,54.813,.024350001
2,13.833,1,54.833,.02437
2,13.917,1,54.853001,.024390001
2,14,1,54.873001,.02441
2,14.083,1,54.894001,.024420001
2,14.167,1,54.912998,.02444
2,14.25,1,54.932999,.024460001
2,14.333,1,54.952999,.02448
2,14.417,1,54.972,.024499999
2,14.5,1,54.992001,.02452
2,14.583,1,55.011002,.02454
2,14.667,1,55.029999,.02455
2,14.75,1,55.049,.024569999
2,14.833,1,55.068001,.024590001
2,14.917,1,55.087002,.02461
2,15,1,55.105999,.02462
2,15.083,1,55.124001,.024639999
2,15.167,1,55.141998,.024660001
2,15.25,1,55.160999,.02468
2,15.333,1,55.179001,.024700001
2,15.417,1,55.196999,.02471
2,15.5,1,55.215,.024730001
2,15.583,1,55.234001,.02475
2,15.667,1,55.250999,.02476
2,15.75,1,55.269001,.02478
2,15.833,1,55.285999,.024800001
2,15.917,1,55.304001,.024809999
2,16,1,55.320999,.02483
2,16.083,1,55.339001,.02485
2,16.167,1,55.355,.02486
2,16.25,1,55.373001,.024879999
2,16.333,1,55.389999,.02489
2,16.417,1,55.405998,.024909999
2,16.5,1,55.424,.02493
2,16.583,1,55.441002,.024940001
2,16.667,1,55.457001,.02496
2,16.75,1,55.473999,.024970001
2,16.833,1,55.491001,.02499
2,16.917,1,55.506001,.025010001
2,17,1,55.52,.025010001
